"sample","contig","CO.pos","parent","time","dys.non","fecundity","batch"
"Dys2_B02","C",10773917,701,"E","dys","high",1
"Dys2_B02","D",7679688,701,"E","dys","high",1
"Dys2_B02","D",24730822,701,"E","dys","high",1
"Dys2_B02","E",2301039,701,"E","dys","high",1
"Dys2_B03","A",17865771,701,"E","dys","high",1
"Dys2_B03","B",14202592,701,"E","dys","high",1
"Dys2_B03","B",22173216,701,"E","dys","high",1
"Dys2_B03","C",6445211,701,"E","dys","high",1
"Dys2_B03","C",16791660,701,"E","dys","high",1
"Dys2_B03","D",793843,701,"E","dys","high",1
"Dys2_B03","D",1890203,701,"E","dys","high",1
"Dys2_B03","D",14159327,701,"E","dys","high",1
"Dys2_B03","D",22932929,701,"E","dys","high",1
"Dys2_B03","E",3636485,701,"E","dys","high",1
"Dys2_B03","E",7143945,701,"E","dys","high",1
"Dys2_B04","A",7163421,701,"E","dys","high",1
"Dys2_B04","A",15381134,701,"E","dys","high",1
"Dys2_B04","B",940697,701,"E","dys","high",1
"Dys2_B04","C",11864123,701,"E","dys","high",1
"Dys2_B04","C",19670481,701,"E","dys","high",1
"Dys2_B04","D",7488149,701,"E","dys","high",1
"Dys2_B04","D",24919727,701,"E","dys","high",1
"Dys2_B04","E",3169744,701,"E","dys","high",1
"Dys2_B04","E",32721566,701,"E","dys","high",1
"Dys2_B05","A",5526249,701,"E","dys","high",1
"Dys2_B05","B",0,701,"E","dys","high",1
"Dys2_B05","C",0,701,"E","dys","high",1
"Dys2_B05","D",0,701,"E","dys","high",1
"Dys2_B05","E",3812813,701,"E","dys","high",1
"Dys2_B06","A",14793832,701,"E","dys","high",1
"Dys2_B06","A",22198921,701,"E","dys","high",1
"Dys2_B06","B",16134475,701,"E","dys","high",1
"Dys2_B06","C",0,701,"E","dys","high",1
"Dys2_B06","D",15931407,701,"E","dys","high",1
"Dys2_B06","E",2174231,701,"E","dys","high",1
"Dys2_B06","E",9367175,701,"E","dys","high",1
"Dys2_B06","E",17002135,701,"E","dys","high",1
"Dys2_B06","E",20298613,701,"E","dys","high",1
"Dys2_B07","A",0,701,"E","dys","high",1
"Dys2_B07","B",10931115,701,"E","dys","high",1
"Dys2_B07","B",20267926,701,"E","dys","high",1
"Dys2_B07","C",4732725,701,"E","dys","high",1
"Dys2_B07","D",0,701,"E","dys","high",1
"Dys2_B07","E",5747277,701,"E","dys","high",1
"Dys2_B07","E",27937111,701,"E","dys","high",1
"Dys2_B08","A",12285067,701,"E","dys","high",1
"Dys2_B08","A",18964371,701,"E","dys","high",1
"Dys2_B08","B",8037165,701,"E","dys","high",1
"Dys2_B08","C",21078370,701,"E","dys","high",1
"Dys2_B08","D",5667244,701,"E","dys","high",1
"Dys2_B08","D",17843025,701,"E","dys","high",1
"Dys2_B08","E",4238232,701,"E","dys","high",1
"Dys2_B08","E",20796031,701,"E","dys","high",1
"Dys2_B08","E",22357556,701,"E","dys","high",1
"Dys2_B08","E",34237745,701,"E","dys","high",1
"Dys2_B09","A",9477618,701,"E","dys","high",1
"Dys2_B09","A",14432132,701,"E","dys","high",1
"Dys2_B09","B",1381266,701,"E","dys","high",1
"Dys2_B09","B",19855163,701,"E","dys","high",1
"Dys2_B09","B",26685001,701,"E","dys","high",1
"Dys2_B09","C",2179973,701,"E","dys","high",1
"Dys2_B09","C",5529396,701,"E","dys","high",1
"Dys2_B09","C",13252475,701,"E","dys","high",1
"Dys2_B09","C",22297969,701,"E","dys","high",1
"Dys2_B09","D",6725352,701,"E","dys","high",1
"Dys2_B09","D",18697586,701,"E","dys","high",1
"Dys2_B09","E",0,701,"E","dys","high",1
"Dys2_B10","A",8414565,701,"E","dys","high",1
"Dys2_B10","A",23574855,701,"E","dys","high",1
"Dys2_B10","B",0,701,"E","dys","high",1
"Dys2_B10","C",0,701,"E","dys","high",1
"Dys2_B10","D",19586959,701,"E","dys","high",1
"Dys2_B10","D",24419456,701,"E","dys","high",1
"Dys2_B10","E",15249112,701,"E","dys","high",1
"Dys2_B10","E",33137291,701,"E","dys","high",1
"Dys2_B11","A",10933032,701,"E","dys","high",1
"Dys2_B11","A",18275737,701,"E","dys","high",1
"Dys2_B11","A",20840790,701,"E","dys","high",1
"Dys2_B11","B",4073640,701,"E","dys","high",1
"Dys2_B11","C",15427453,701,"E","dys","high",1
"Dys2_B11","D",7781476,701,"E","dys","high",1
"Dys2_B11","D",22796993,701,"E","dys","high",1
"Dys2_B11","E",0,701,"E","dys","high",1
"Dys2_B12","A",19424150,701,"E","dys","high",1
"Dys2_B12","B",1450087,701,"E","dys","high",1
"Dys2_B12","B",20781177,701,"E","dys","high",1
"Dys2_B12","B",25684718,701,"E","dys","high",1
"Dys2_B12","C",1214239,701,"E","dys","high",1
"Dys2_B12","C",21128455,701,"E","dys","high",1
"Dys2_B12","D",6904860,701,"E","dys","high",1
"Dys2_B12","D",24216605,701,"E","dys","high",1
"Dys2_B12","E",9925387,701,"E","dys","high",1
"Dys2_C03","A",16651484,701,"E","dys","high",1
"Dys2_C03","B",0,701,"E","dys","high",1
"Dys2_C03","C",4978758,701,"E","dys","high",1
"Dys2_C03","D",3372429,701,"E","dys","high",1
"Dys2_C03","D",9454243,701,"E","dys","high",1
"Dys2_C03","E",24028212,701,"E","dys","high",1
"Dys2_C04","A",4881150,701,"E","dys","high",1
"Dys2_C04","B",26105426,701,"E","dys","high",1
"Dys2_C04","C",4834454,701,"E","dys","high",1
"Dys2_C04","C",19734713,701,"E","dys","high",1
"Dys2_C04","D",14062716,701,"E","dys","high",1
"Dys2_C04","E",0,701,"E","dys","high",1
"Dys2_C05","A",5206040,701,"E","dys","high",1
"Dys2_C05","B",3812480,701,"E","dys","high",1
"Dys2_C05","B",26346993,701,"E","dys","high",1
"Dys2_C05","C",1903602,701,"E","dys","high",1
"Dys2_C05","C",13154954,701,"E","dys","high",1
"Dys2_C05","C",21649463,701,"E","dys","high",1
"Dys2_C05","D",17115219,701,"E","dys","high",1
"Dys2_C05","E",28887816,701,"E","dys","high",1
"Dys2_C06","A",5964888,701,"E","dys","high",1
"Dys2_C06","A",10841623,701,"E","dys","high",1
"Dys2_C06","A",26374962,701,"E","dys","high",1
"Dys2_C06","B",10104665,701,"E","dys","high",1
"Dys2_C06","B",17179770,701,"E","dys","high",1
"Dys2_C06","B",23337993,701,"E","dys","high",1
"Dys2_C06","C",2491383,701,"E","dys","high",1
"Dys2_C06","C",6514982,701,"E","dys","high",1
"Dys2_C06","C",19934038,701,"E","dys","high",1
"Dys2_C06","D",0,701,"E","dys","high",1
"Dys2_C06","E",1597052,701,"E","dys","high",1
"Dys2_C06","E",10474516,701,"E","dys","high",1
"Dys2_C07","A",27223308,701,"E","dys","high",1
"Dys2_C07","B",20778728,701,"E","dys","high",1
"Dys2_C07","C",0,701,"E","dys","high",1
"Dys2_C07","D",0,701,"E","dys","high",1
"Dys2_C07","E",16880065,701,"E","dys","high",1
"Dys2_C07","E",27040664,701,"E","dys","high",1
"Dys2_C08","A",0,701,"E","dys","high",1
"Dys2_C08","B",8586182,701,"E","dys","high",1
"Dys2_C08","B",11508752,701,"E","dys","high",1
"Dys2_C08","B",16219919,701,"E","dys","high",1
"Dys2_C08","B",18780063,701,"E","dys","high",1
"Dys2_C08","B",22982599,701,"E","dys","high",1
"Dys2_C08","C",1236633,701,"E","dys","high",1
"Dys2_C08","C",14849257,701,"E","dys","high",1
"Dys2_C08","D",1401368,701,"E","dys","high",1
"Dys2_C08","D",19322524,701,"E","dys","high",1
"Dys2_C08","E",12889060,701,"E","dys","high",1
"Dys2_C09","A",11637502,701,"E","dys","high",1
"Dys2_C09","A",15810316,701,"E","dys","high",1
"Dys2_C09","B",3219951,701,"E","dys","high",1
"Dys2_C09","B",19602914,701,"E","dys","high",1
"Dys2_C09","B",24204753,701,"E","dys","high",1
"Dys2_C09","C",13060843,701,"E","dys","high",1
"Dys2_C09","C",20164421,701,"E","dys","high",1
"Dys2_C09","D",9915718,701,"E","dys","high",1
"Dys2_C09","D",16164757,701,"E","dys","high",1
"Dys2_C09","E",7202306,701,"E","dys","high",1
"Dys2_C10","A",5803231,701,"E","dys","high",1
"Dys2_C10","A",22887477,701,"E","dys","high",1
"Dys2_C10","B",27584131,701,"E","dys","high",1
"Dys2_C10","C",14610272,701,"E","dys","high",1
"Dys2_C10","C",23218655,701,"E","dys","high",1
"Dys2_C10","D",0,701,"E","dys","high",1
"Dys2_C10","E",3844193,701,"E","dys","high",1
"Dys2_C10","E",19219693,701,"E","dys","high",1
"Dys2_C11","A",8044793,701,"E","dys","high",1
"Dys2_C11","B",4873893,701,"E","dys","high",1
"Dys2_C11","C",0,701,"E","dys","high",1
"Dys2_C11","D",18388771,701,"E","dys","high",1
"Dys2_C11","E",31272545,701,"E","dys","high",1
"Dys2_C12","A",5430365,701,"E","dys","high",1
"Dys2_C12","B",14427860,701,"E","dys","high",1
"Dys2_C12","C",18307011,701,"E","dys","high",1
"Dys2_C12","D",2814500,701,"E","dys","high",1
"Dys2_C12","D",18861845,701,"E","dys","high",1
"Dys2_C12","E",5747277,701,"E","dys","high",1
"Dys2_C12","E",28956116,701,"E","dys","high",1
"Dys2_D01","A",17466008,701,"E","dys","high",1
"Dys2_D01","A",23893747,701,"E","dys","high",1
"Dys2_D01","B",4282627,701,"E","dys","high",1
"Dys2_D01","B",9994733,701,"E","dys","high",1
"Dys2_D01","B",18674752,701,"E","dys","high",1
"Dys2_D01","C",1716613,701,"E","dys","high",1
"Dys2_D01","D",4462292,701,"E","dys","high",1
"Dys2_D01","D",7257067,701,"E","dys","high",1
"Dys2_D01","D",22135271,701,"E","dys","high",1
"Dys2_D01","E",14057880,701,"E","dys","high",1
"Dys2_D02","A",5131156,701,"E","dys","high",1
"Dys2_D02","A",12074925,701,"E","dys","high",1
"Dys2_D02","A",21518459,701,"E","dys","high",1
"Dys2_D02","B",1606369,701,"E","dys","high",1
"Dys2_D02","B",6034267,701,"E","dys","high",1
"Dys2_D02","B",22370462,701,"E","dys","high",1
"Dys2_D02","C",22384832,701,"E","dys","high",1
"Dys2_D02","D",1076674,701,"E","dys","high",1
"Dys2_D02","D",8525179,701,"E","dys","high",1
"Dys2_D02","D",22677115,701,"E","dys","high",1
"Dys2_D02","E",30014794,701,"E","dys","high",1
"Dys2_D03","A",19127373,701,"E","dys","high",1
"Dys2_D03","B",9231439,701,"E","dys","high",1
"Dys2_D03","B",13741333,701,"E","dys","high",1
"Dys2_D03","C",2338687,701,"E","dys","high",1
"Dys2_D03","C",6497238,701,"E","dys","high",1
"Dys2_D03","C",16336539,701,"E","dys","high",1
"Dys2_D03","D",6045282,701,"E","dys","high",1
"Dys2_D03","D",13916281,701,"E","dys","high",1
"Dys2_D03","D",23433308,701,"E","dys","high",1
"Dys2_D03","E",3075922,701,"E","dys","high",1
"Dys2_D03","E",17611276,701,"E","dys","high",1
"Dys2_D03","E",24458088,701,"E","dys","high",1
"Dys2_D04","A",18987374,701,"E","dys","high",1
"Dys2_D04","A",24267046,701,"E","dys","high",1
"Dys2_D04","B",13052277,701,"E","dys","high",1
"Dys2_D04","B",20031961,701,"E","dys","high",1
"Dys2_D04","C",12136433,701,"E","dys","high",1
"Dys2_D04","C",21499397,701,"E","dys","high",1
"Dys2_D04","D",1261727,701,"E","dys","high",1
"Dys2_D04","D",6849717,701,"E","dys","high",1
"Dys2_D04","E",2669948,701,"E","dys","high",1
"Dys2_D04","E",13285038,701,"E","dys","high",1
"Dys2_D04","E",18985206,701,"E","dys","high",1
"Dys2_D04","E",28890120,701,"E","dys","high",1
"Dys2_D05","A",12523839,701,"E","dys","high",1
"Dys2_D05","A",23451230,701,"E","dys","high",1
"Dys2_D05","B",0,701,"E","dys","high",1
"Dys2_D05","C",18360254,701,"E","dys","high",1
"Dys2_D05","D",2148489,701,"E","dys","high",1
"Dys2_D05","D",5688580,701,"E","dys","high",1
"Dys2_D05","E",14370958,701,"E","dys","high",1
"Dys2_D06","A",14503339,701,"E","dys","high",1
"Dys2_D06","B",7637544,701,"E","dys","high",1
"Dys2_D06","B",13674750,701,"E","dys","high",1
"Dys2_D06","C",11891773,701,"E","dys","high",1
"Dys2_D06","D",6756859,701,"E","dys","high",1
"Dys2_D06","E",0,701,"E","dys","high",1
"Dys2_D07","A",14188326,701,"E","dys","high",1
"Dys2_D07","B",8207781,701,"E","dys","high",1
"Dys2_D07","B",10000414,701,"E","dys","high",1
"Dys2_D07","C",12890671,701,"E","dys","high",1
"Dys2_D07","D",1751921,701,"E","dys","high",1
"Dys2_D07","E",5320185,701,"E","dys","high",1
"Dys2_D07","E",22607826,701,"E","dys","high",1
"Dys2_D07","E",31278680,701,"E","dys","high",1
"Dys2_D08","A",5932174,701,"E","dys","high",1
"Dys2_D08","A",11464059,701,"E","dys","high",1
"Dys2_D08","A",14825577,701,"E","dys","high",1
"Dys2_D08","A",24242837,701,"E","dys","high",1
"Dys2_D08","B",0,701,"E","dys","high",1
"Dys2_D08","C",9527258,701,"E","dys","high",1
"Dys2_D08","C",14925083,701,"E","dys","high",1
"Dys2_D08","D",15058506,701,"E","dys","high",1
"Dys2_D08","D",23466608,701,"E","dys","high",1
"Dys2_D08","E",2457050,701,"E","dys","high",1
"Dys2_D08","E",14867340,701,"E","dys","high",1
"Dys2_D08","E",19516842,701,"E","dys","high",1
"Dys2_D08","E",27526500,701,"E","dys","high",1
"Dys2_D09","A",11889969,701,"E","dys","high",1
"Dys2_D09","A",20666679,701,"E","dys","high",1
"Dys2_D09","B",1608337,701,"E","dys","high",1
"Dys2_D09","B",9343253,701,"E","dys","high",1
"Dys2_D09","B",21419038,701,"E","dys","high",1
"Dys2_D09","C",7535586,701,"E","dys","high",1
"Dys2_D09","C",9933790,701,"E","dys","high",1
"Dys2_D09","D",24458378,701,"E","dys","high",1
"Dys2_D09","E",3615122,701,"E","dys","high",1
"Dys2_D09","E",26679729,701,"E","dys","high",1
"Dys2_D10","A",0,701,"E","dys","high",1
"Dys2_D10","B",14718152,701,"E","dys","high",1
"Dys2_D10","C",4767027,701,"E","dys","high",1
"Dys2_D10","C",20903693,701,"E","dys","high",1
"Dys2_D10","C",21862728,701,"E","dys","high",1
"Dys2_D10","D",6729343,701,"E","dys","high",1
"Dys2_D10","D",16773412,701,"E","dys","high",1
"Dys2_D10","E",20784942,701,"E","dys","high",1
"Dys2_D11","A",16512748,701,"E","dys","high",1
"Dys2_D11","A",28686605,701,"E","dys","high",1
"Dys2_D11","B",13299565,701,"E","dys","high",1
"Dys2_D11","B",24358718,701,"E","dys","high",1
"Dys2_D11","B",26011185,701,"E","dys","high",1
"Dys2_D11","C",9648387,701,"E","dys","high",1
"Dys2_D11","C",12426333,701,"E","dys","high",1
"Dys2_D11","C",16810360,701,"E","dys","high",1
"Dys2_D11","D",11824244,701,"E","dys","high",1
"Dys2_D11","D",14560578,701,"E","dys","high",1
"Dys2_D11","E",1437041,701,"E","dys","high",1
"Dys2_D11","E",12156896,701,"E","dys","high",1
"Dys2_D11","E",24505537,701,"E","dys","high",1
"Dys2_D12","A",12528239,701,"E","dys","high",1
"Dys2_D12","B",8796006,701,"E","dys","high",1
"Dys2_D12","B",11930644,701,"E","dys","high",1
"Dys2_D12","B",23036646,701,"E","dys","high",1
"Dys2_D12","C",11224400,701,"E","dys","high",1
"Dys2_D12","D",17054957,701,"E","dys","high",1
"Dys2_D12","D",22143158,701,"E","dys","high",1
"Dys2_D12","E",1915689,701,"E","dys","high",1
"Dys2_E01","A",1506265,801,"E","dys","low",1
"Dys2_E01","A",13068797,801,"E","dys","low",1
"Dys2_E01","B",1875207,801,"E","dys","low",1
"Dys2_E01","C",728151,801,"E","dys","low",1
"Dys2_E01","C",9541845,801,"E","dys","low",1
"Dys2_E01","C",14493118,801,"E","dys","low",1
"Dys2_E01","C",20727559,801,"E","dys","low",1
"Dys2_E01","D",0,801,"E","dys","low",1
"Dys2_E01","E",6330681,801,"E","dys","low",1
"Dys2_E02","A",1471451,801,"E","dys","low",1
"Dys2_E02","B",539813,801,"E","dys","low",1
"Dys2_E02","C",6101904,801,"E","dys","low",1
"Dys2_E02","C",9961225,801,"E","dys","low",1
"Dys2_E02","C",19033509,801,"E","dys","low",1
"Dys2_E02","D",22523548,801,"E","dys","low",1
"Dys2_E02","D",24778228,801,"E","dys","low",1
"Dys2_E02","E",14730618,801,"E","dys","low",1
"Dys2_E02","E",20695061,801,"E","dys","low",1
"Dys2_E03","A",1420970,801,"E","dys","low",1
"Dys2_E03","B",23337993,801,"E","dys","low",1
"Dys2_E03","C",9213586,801,"E","dys","low",1
"Dys2_E03","D",22523097,801,"E","dys","low",1
"Dys2_E03","E",6435136,801,"E","dys","low",1
"Dys2_E03","E",27417622,801,"E","dys","low",1
"Dys2_E04","A",12295694,221,"E","dys","low",1
"Dys2_E04","B",9466976,221,"E","dys","low",1
"Dys2_E04","B",17873891,221,"E","dys","low",1
"Dys2_E04","B",19332186,221,"E","dys","low",1
"Dys2_E04","B",24249052,221,"E","dys","low",1
"Dys2_E04","C",9017533,221,"E","dys","low",1
"Dys2_E04","D",11294455,221,"E","dys","low",1
"Dys2_E04","E",13976060,221,"E","dys","low",1
"Dys2_E04","E",29525742,221,"E","dys","low",1
"Dys2_E05","A",0,221,"E","dys","low",1
"Dys2_E05","B",8275576,221,"E","dys","low",1
"Dys2_E05","B",19019170,221,"E","dys","low",1
"Dys2_E05","C",4587596,221,"E","dys","low",1
"Dys2_E05","D",6781286,221,"E","dys","low",1
"Dys2_E05","D",19927030,221,"E","dys","low",1
"Dys2_E05","E",5931973,221,"E","dys","low",1
"Dys2_E05","E",28070977,221,"E","dys","low",1
"Dys2_E06","A",5627423,221,"E","dys","low",1
"Dys2_E06","A",21096727,221,"E","dys","low",1
"Dys2_E06","A",24707095,221,"E","dys","low",1
"Dys2_E06","B",0,221,"E","dys","low",1
"Dys2_E06","C",21259899,221,"E","dys","low",1
"Dys2_E06","D",6012856,221,"E","dys","low",1
"Dys2_E06","D",11996962,221,"E","dys","low",1
"Dys2_E06","D",22948340,221,"E","dys","low",1
"Dys2_E06","E",2226211,221,"E","dys","low",1
"Dys2_E06","E",8111952,221,"E","dys","low",1
"Dys2_E06","E",23592673,221,"E","dys","low",1
"Dys2_E07","A",14244605,701,"E","dys","high",1
"Dys2_E07","B",4724460,701,"E","dys","high",1
"Dys2_E07","B",23290049,701,"E","dys","high",1
"Dys2_E07","C",8363943,701,"E","dys","high",1
"Dys2_E07","C",20950948,701,"E","dys","high",1
"Dys2_E07","D",19058231,701,"E","dys","high",1
"Dys2_E07","E",0,701,"E","dys","high",1
"Dys2_E08","A",20021161,701,"E","dys","high",1
"Dys2_E08","B",19441880,701,"E","dys","high",1
"Dys2_E08","B",21834524,701,"E","dys","high",1
"Dys2_E08","B",27127687,701,"E","dys","high",1
"Dys2_E08","C",6121449,701,"E","dys","high",1
"Dys2_E08","C",11457986,701,"E","dys","high",1
"Dys2_E08","D",7126344,701,"E","dys","high",1
"Dys2_E08","D",17668396,701,"E","dys","high",1
"Dys2_E08","D",24051116,701,"E","dys","high",1
"Dys2_E08","E",13854006,701,"E","dys","high",1
"Dys2_E08","E",21276457,701,"E","dys","high",1
"Dys2_E09","A",6066208,701,"E","dys","high",1
"Dys2_E09","A",18190413,701,"E","dys","high",1
"Dys2_E09","B",9028601,701,"E","dys","high",1
"Dys2_E09","B",20226628,701,"E","dys","high",1
"Dys2_E09","B",23574926,701,"E","dys","high",1
"Dys2_E09","C",13296113,701,"E","dys","high",1
"Dys2_E09","D",16953048,701,"E","dys","high",1
"Dys2_E09","D",22435365,701,"E","dys","high",1
"Dys2_E09","E",0,701,"E","dys","high",1
"Dys2_E10","A",13510758,701,"E","dys","high",1
"Dys2_E10","B",8279686,701,"E","dys","high",1
"Dys2_E10","B",13002035,701,"E","dys","high",1
"Dys2_E10","C",5399951,701,"E","dys","high",1
"Dys2_E10","C",13428214,701,"E","dys","high",1
"Dys2_E10","C",21486306,701,"E","dys","high",1
"Dys2_E10","D",8135941,701,"E","dys","high",1
"Dys2_E10","D",20122116,701,"E","dys","high",1
"Dys2_E10","D",23793665,701,"E","dys","high",1
"Dys2_E10","E",19253821,701,"E","dys","high",1
"Dys2_E11","A",8903540,701,"E","dys","high",1
"Dys2_E11","A",24356966,701,"E","dys","high",1
"Dys2_E11","B",18333079,701,"E","dys","high",1
"Dys2_E11","C",11376179,701,"E","dys","high",1
"Dys2_E11","C",21139364,701,"E","dys","high",1
"Dys2_E11","D",24464429,701,"E","dys","high",1
"Dys2_E11","E",6421674,701,"E","dys","high",1
"Dys2_E11","E",22675540,701,"E","dys","high",1
"Dys2_E12","A",2628449,701,"E","dys","high",1
"Dys2_E12","A",12513189,701,"E","dys","high",1
"Dys2_E12","A",20996149,701,"E","dys","high",1
"Dys2_E12","B",0,701,"E","dys","high",1
"Dys2_E12","C",1357699,701,"E","dys","high",1
"Dys2_E12","C",7478842,701,"E","dys","high",1
"Dys2_E12","C",16804383,701,"E","dys","high",1
"Dys2_E12","D",9257441,701,"E","dys","high",1
"Dys2_E12","E",17581624,701,"E","dys","high",1
"Dys2_E12","E",30774218,701,"E","dys","high",1
"Dys2_F01","A",5649365,111,"E","dys","low",1
"Dys2_F01","A",21084733,111,"E","dys","low",1
"Dys2_F01","A",24724380,111,"E","dys","low",1
"Dys2_F01","B",0,111,"E","dys","low",1
"Dys2_F01","C",21248547,111,"E","dys","low",1
"Dys2_F01","D",6020163,111,"E","dys","low",1
"Dys2_F01","D",11984013,111,"E","dys","low",1
"Dys2_F01","D",22956469,111,"E","dys","low",1
"Dys2_F01","E",2288268,111,"E","dys","low",1
"Dys2_F01","E",8105055,111,"E","dys","low",1
"Dys2_F01","E",23670130,111,"E","dys","low",1
"Dys2_F01","E",33390526,111,"E","dys","low",1
"Dys2_F01","E",34248901,111,"E","dys","low",1
"Dys2_F02","A",14028761,111,"E","dys","low",1
"Dys2_F02","B",24150287,111,"E","dys","low",1
"Dys2_F02","C",15401643,111,"E","dys","low",1
"Dys2_F02","C",21662663,111,"E","dys","low",1
"Dys2_F02","D",0,111,"E","dys","low",1
"Dys2_F02","E",5230070,111,"E","dys","low",1
"Dys2_F02","E",11852681,111,"E","dys","low",1
"Dys2_F02","E",20904976,111,"E","dys","low",1
"Dys2_F02","E",31755190,111,"E","dys","low",1
"Dys2_F03","A",24149453,111,"E","dys","low",1
"Dys2_F03","B",26276769,111,"E","dys","low",1
"Dys2_F03","C",2092866,111,"E","dys","low",1
"Dys2_F03","D",0,111,"E","dys","low",1
"Dys2_F03","E",2069793,111,"E","dys","low",1
"Dys2_F03","E",26119810,111,"E","dys","low",1
"Dys2_F03","E",27154281,111,"E","dys","low",1
"Dys2_F04","A",13080168,111,"E","dys","low",1
"Dys2_F04","B",10835479,111,"E","dys","low",1
